#####	Dette er EdgeIDs som er manuelt hentet ut #####
#Starter på Hamar og jobber meg sørover
(363114, 155191),
(155191, 351102),
(351102, 229327),
(229327, 1287001),
(1287001, 294257),
(294257, 1210066),
(1210066, 1550099),
(1550099, 1549832),
(1549832, 1548053),
(1548053, 1166768),
(1166768, 1391983),
(1391983, 1355042),
(1355042, 1540900),
(1540900, 1354548),
(1354548, 1596708),
(1596708, 1831177),
(1831177, 346860),
(1166768, 1361083),
(1361083, 1820460),
(1820460, 273005),
(273005, 264633),
(264633, 212063),
(212063, 264384),
(264384, 733439),
(264633, 249770),
(249770, 1621813),
(1621813, 1620935),
(1287788, 226166),
(1620935, 226166),
(226166, 1035188),
(1287788, 225533),
(225533, 1804949),
(1804949, 1358093),
(1358093, 825322),
(825322, 1401860),
(1401860, 1360772),
(1360772, 744348),
(1653413, 744348),
(744348, 655059),
(655059, 1692454),
(1692454, 322944),
(322944, 717788),
(1692454, 1259667),
(1259667, 733331),
(733331, 717094),
(717094, 1367541),
(1367541, 1368219),
(1368219, 1359263),
(1359263, 1357128),
(1367541, 733439),
(1357128, 1359748),
(1359748, 1534536),
(1534536, 1363061),
(1363061, 1391983),
(717788, 729893),
(729893, 1068477),
(733331, 521003),
(521003, 734848),
(734848, 518987),
(518987, 1356899),
(1356899, 1068477),
(1068477, 1388481),
(1388481, 1059419),
(1059419, 646017),
(646017, 1498010),
(1498010, 1499783),
(1499783, 1583718),
(1583718, 1583052),
(1583052, 1502720),
(1502720, 1241680),
(1388481, 1356545),
(1356545, 1361908),
(1361908, 475528),
(475528, 1357826),
(1357826, 473308),
(473308, 1502547),
(1502547, 1520568),
(1520568, 1502400),
(1502400, 1502160),
(1502160, 1047298),
(1047298, 1059253),
(1059253, 1059028),
(1059028, 1457640),
(1457640, 1520306),
(1356545, 1359965),
(1359965, 1297915),
(1297915, 1117282),
(1117282, 344396),
(344396, 918793),
(918793, 1160470),
(1160470, 1461371),
(1461371, 419975),
(419975, 1353166),
(1353166, 1391824),
(1391824, 1353882),
(1353882, 1401860),
(1461371, 1457875),
(1457875, 1300885),
(1457875, 591920),
(591920, 1148914),
(1148914, 1148963),
(1148963, 932927),
(932927, 875935),
(875935, 892203),
(892203, 815860),
(815860, 816117),
(816117, 932076),
(932076, 938601),
(938601, 939342),
(939342, 1525237),
(1525237, 925287),
(925287, 819302),
(819302, 819545),
(819545, 947862),
(947862, 837851),
(837851, 834022),
(834022, 518394),
(518394, 1277008),
(1277008, 904906),
(904906, 1305301),
(1305301, 959684),
(959684, 884154),
(884154, 861726),
(861726, 778683),
(778683, 439557),
(439557, 931408),
(931408, 1164626),
(931408, 935675),
(935675, 1164626),
(1164626, 1165904),
(1165904, 917667),
(917667, 633563),
(633563, 1835024),
(1835024, 1064864),
(1064864, 1063773),
(1063773, 1058365),
(1058365, 1107032),
(1107032, 363094),
(363094, 1169582),
(1169582, 1168841),
(1168841, 1114554),
(1114554, 442791),
(442791, 939314),
(939314, 1837088),
(1837088, 1112692),
(1112692, 1119099),
(1119099, 443012),
(443012, 1253262),
(1253262, 786013),
(786013, 359628),
(359628, 356907),
(356907, 1244249),
(1244249, 360832),
(360832, 974682),
(974682, 1308424),
(1308424, 1294532),
(1294532, 783491),
(783491, 352537),
(352537, 677129),
(677129, 785659),
(785659, 1211419),
(1211419, 1202331),
(1202331, 780210),
(373466, 1767627),
(1767627, 1251008),
(1251008, 1306941),
(278721, 1306939),
(1306939, 1220377),
(1220377, 1236482),
(1236482, 518781),
(518781, 519032),
(519032, 519215),
(519215, 1854804),
(1854804, 519657),
(519657, 519871),
(519871, 356470),
(356470, 1218458),
(1218458, 520142),
(520142, 950607),
(950607, 1854811),
(1854811, 520266),
(520266, 1854850),
(1854850, 1854805),
(1854805, 1854873),
(1854873, 1757217),
(1757217, 1757294),
(1757294, 1178154),
(1178154, 456094),
(456094, 960370),
(960370, 1854799),
(1854799, 1212916),
(1212916, 1742443),
(1742443, 356803),
(356803, 1790694),
(356803, 1714915),
(1714915, 347578),
(347578, 354561),
(354561, 373466),
(373525, 1091549),
(1790694, 1753909),
(1753909, 1753950),
(1753950, 1292044),
(1292044, 824526),
(1292044, 1761273),
(1761273, 1311226),
(1311226, 786184),
(780210, 347578),
(1035188, 1854829),
(1854829, 263259),
(263259, 343979),
(343979, 120302),
(120302, 239563),
(239563, 240306),
(240306, 338653),
(338653, 341391),
(341391, 941568),
(941568, 1655795),
(1655795, 981136),
(981136, 1695865),
(1695865, 1797345),
(1797345, 329937),
(329937, 1703037),
(1703037, 1761012),
(1761012, 1751958),
(1751958, 1752000),
(1752000, 1847362),
(786184, 1255189),
(1255189, 1753123),
(1753123, 1244158),
(1244158, 1810129),
(1810129, 1244173),
(1244173, 1447438),
(1447438, 1752379),
(1752379, 1757410),
(1757410, 1751303),
(1751303, 1762198),
(1762198, 1798422),
(1798422, 1774526),
(1751303, 1754488),
(1754488, 1757182),
(1757182, 1757211),
(1757211, 1847362),
(1847362, 1847506),
(1847506, 1752913),
(1752913, 1291319),
(1291319, 1622377),
(1622377, 1757013),
(1757013, 1757052),
(1757052, 1757063),
(1757063, 1854845),
(1854845, 687472),
(687472, 1661302),
(1661302, 1342897),
(1342897, 460424),
(460424, 1854801),
(1854801, 1811243),
(1811243, 1662585),
(1662585, 1455254),
(1455254, 1854841),
(1854841, 982313),
(982313, 1263183),
(1263183, 1242665),
(1242665, 1663567),
(1663567, 1854835),
(1854835, 1656101),
(1656101, 951446),
(951446, 664979),
(664979, 1656119),
(1656119, 1667799),
(1667799, 1854844),
(1854844, 1670339),
(1670339, 1659666),
(1659666, 1819808),
(1819808, 730907),
(730907, 320750),
(320750, 943010),
(943010, 943332),
(943332, 1205589),
(1205589, 1854836),
(1854836, 323551),
(323551, 645165),
(645165, 1220506),
(1220506, 945389),
(945389, 1234021),
(1234021, 1218653),
(1218653, 1209902),
(1209902, 1207592),
(1207592, 1218415),
(1218415, 1211360),
(1234021, 943633),
(943633, 1552659),
(1552659, 1220312),
(1220312, 943904),
(943904, 943905),
(943905, 1853430),
(1853430, 1853486),
(1853486, 1233937),
(1233937, 1854796),
(1854796, 332952),
(1853430, 945719),
(945719, 343936),
(343936, 944789),
(944789, 345153),
(345153, 345690),
(345690, 1854797),
(1854797, 936216),
(936216, 1173462),
(1173462, 345756),
(345756, 960480),
(960480, 587711),
(587711, 1854889),
(363114, 356032),
(356032, 355924),
(355924, 362649),
(362649, 358102),
(358102, 326002),
(326002, 332126),
(332126, 331992),
(331992, 232649),
(232649, 232847),
(232847, 232965),
(232965, 293304),
(293304, 293574),
(293574, 293678),
(293678, 233289),
(233289, 233695),
(233695, 328981),
(328981, 328559),
(328559, 1053393),
(1053393, 328043),
(328043, 328308),
(328308, 235735),
(235735, 1161983),
(1161983, 236596),
(236596, 236965),
(236965, 1854846),
(1854846, 1854793),
(1854793, 1854869),
(1854869, 957034),
(957034, 1854810),
(1854810, 1262340),
(1262340, 332952),
(236965, 1854867),
(1854867, 1854838),
(1854838, 1854890),
(1854890, 444183),
(444183, 1114288),
(1114288, 660263),
(660263, 601243),
(601243, 579725),
(579725, 556936),
(556936, 1204452),
(1204452, 981995),
(981995, 664358),
(664358, 621046),
(621046, 1050156),
(1050156, 656715),
(656715, 673595),
(673595, 673499),
(673499, 1050042),
(1050042, 622986),
(622986, 601834),
(601834, 621503),
(621503, 621605),
(621605, 623104),
(1591175, 601899),
(601899, 601845),
(601845, 601834),
(623104, 579107),
(579107, 452992),
(452992, 579231),
(579231, 255966),
(255966, 1244855),
(1244855, 982265),
(982265, 1854859),
(1854859, 1854820),
(1854820, 1854882),
(1854882, 602188),
(602188, 902303),
(1244855, 627813),
(627813, 628008),
(628147, 541335),
(541335, 203067),
(203067, 203338),
(203338, 628790),
(628790, 622372),
(622372, 532078),
(532078, 628971),
(628971, 541694),
(541694, 541794),
(541794, 567100),
(567100, 630261),
(630261, 497797),
(497797, 592884),
(1854889, 1854837),
(1854837, 1854866),
(1854866, 1240203),
(1240203, 612442),
(612442, 597346),
(597346, 582037),
(582037, 581827),
(581827, 581633),
(581633, 581536),
(581536, 656715),
(592884, 600113),
(600113, 621923),
(621923, 1854807),
(1854807, 1854874),
(1854874, 621978),
(621978, 622201),
(622201, 1854852),
(1854852, 1854808),
(1854808, 1854875),
(1854875, 634052),
(634052, 1854809),
(1854809, 826281),
(826281, 674327),
(674327, 375163),
(375163, 1764735),
(1764735, 429135),
(429135, 619605),
(619605, 1854806),
(1854806, 932344),
(932344, 659061),
(659061, 658705),
(658705, 658738),
(658738, 658913),
(658913, 658947),
(658947, 658978),
(658978, 474029),
(474029, 474067),
(474067, 474526),
(474526, 474788),
(474788, 475173),
(475173, 475424),
(475424, 1494993),
(1494993, 984851),
(984851, 395203),
(395203, 600782),
(984851, 984889),
(984889, 984897),
(984897, 1854822),
(1854822, 975964),
(984851, 490719),
(490719, 368717),
(368717, 690247),
(690247, 1570377),
(1570377, 353427),
(353427, 1571858),
(1571858, 374652),
(374652, 599379),
(599379, 355303),
(355303, 354996),
(354996, 355108),
(355108, 355216),
(355216, 785532),
(785532, 467677),
(467677, 348200),
(348200, 925506),
(925506, 957739),
(957739, 476859),
(476859, 476941),
(476941, 477134),
(477134, 1854802),
(1854802, 1303455),
(1303455, 429248),
(429248, 1095056),
(1095056, 1854898),
(1854898, 1854865),
(1854865, 1854912),
(1854912, 1854833),
(1854833, 1854905),
(1854905, 1854888),
(1854888, 1854919),
(1854919, 425412),
(425412, 1274054),
(1274054, 1854868),
(1854868, 1854839),
(1854839, 1854891),
(1854891, 426202),
(426202, 480059),
(480059, 480347),
(480347, 1572082),
(1572082, 1854842),
(1854842, 290493),
(290493, 253044),
(253044, 990173),
(990173, 1170474),
(1170474, 1225629),
(1225629, 430614),
(1170474, 331452),
(331452, 431864),
(431864, 432008),
(432008, 439279),
(439279, 1854800),
(1854800, 439585),
(439585, 1012611),
(1012611, 1012732),
(1012732, 1012835),
(1012835, 1854861),
(1854861, 1854828),
(1854828, 1854884),
(1854884, 1278515),
(1278515, 1854840),
(1854840, 975434),
(975434, 982469),
(982469, 1854821),
(1854821, 941253),
(941253, 1854849),
(1854849, 1854803),
(1854803, 1854872),
(1854872, 283367),
(283367, 293924),
(293924, 1854847),
(1854847, 1854794),
(1854794, 1854870),
(1854870, 448431),
(448431, 1781068),
(331452, 331534),
(331534, 917559),
(917559, 1854827),
(1854827, 1040580),
(1040580, 918139),
(918139, 1806461),
(1806461, 739490),
(739490, 1616680),
(1616680, 1005467),
(1005467, 1005585),
(1005585, 1016544),
(1016544, 1854826),
(1854826, 1016548),
(1016548, 1006350),
(1006350, 1006563),
(1006563, 1016827),
(1016827, 644771),
(644771, 1011677),
(1011677, 1011753),
(1011753, 1017172),
(1017172, 1011881),
(1011881, 1011888),
(1011888, 1045653),
(1045653, 281536),
(281536, 461376),
(461376, 935246),
(935246, 1012112),
(1012112, 1012181),
(1012181, 1226405),
(1226405, 1017224),
(1017224, 1027717),
(1027717, 1015021),
(644771, 1016957),
(1016957, 1017026),
(1017026, 323285),
(323285, 1854825),
(1854825, 1010761),
(323285, 1854795),
(1854795, 665731),
(665731, 368090),
(368090, 1854798),
(1854798, 1854871),
(1854871, 1808899),
(1808899, 1009585),
(1009585, 1854896),
(1854896, 1854860),
(1854860, 1854910),
(1854910, 1854824),
(1854824, 1854883),
(1854883, 1824695),
(1824695, 978654),
(978654, 1048365),
(1048365, 1854897),
(1854897, 1854862),
(1854862, 1854911),
(1854911, 1854830),
(1854830, 1854904),
(1854904, 1854885),
(1854885, 1854918),
(1854918, 1854920),
(1854920, 973741),
(978654, 979032),
(979032, 424527),
(424527, 972167),
(972167, 1854892),
(1854892, 1854853),
(1854853, 1854906),
(1854906, 1854812),
(1854812, 1854899),
(1854899, 1854876),
(1854876, 1854913),
(1854913, 973790),
(973790, 1854893),
(1854893, 1854855),
(1854855, 1854907),
(1854907, 1854814),
(1854814, 1854900),
(1854900, 1854878),
(1854878, 1854914),
(1854914, 1098392),
(1098392, 1854834),
(1854834, 989213),
(973790, 1854854),
(1854854, 1854813),
(1854813, 979185),
(979185, 1854857),
(1854857, 1854817),
(1854817, 1084015),
(1084015, 1854858),
(1854858, 1854909),
(1854909, 1854902),
(1854902, 1854916),
(1854916, 1100062),
(1100062, 1854815),
(1854815, 1854823),
(1854823, 967923),
(967923, 1096451),
(1096451, 1854863),
(1854863, 1854831),
(1854831, 1854886),
(1854886, 969943),
(1096451, 1854894),
(1854894, 1854856),
(1854856, 1854908),
(1854908, 1854816),
(1854816, 1854901),
(1854901, 1854879),
(1854879, 1854915),
(1854915, 1096879),
(1096879, 1096416)