,source,target,length,Name_2,ID_2,geometry,unique_id,traffic_id,volume,1,2,3,4,5,6,7,8,9,10,11,12
610,426353,391950,15976.46475,,,"MULTILINESTRING ((15.203862126374057 67.29607690368731, 14.833135161815038 67.29403427972393))",426353_391950,99098V2027237,3063.0,3063.0,3102.0,3067.0,3282.0,3554.0,4219.0,4286.0,4183.0,3706.0,3485.0,3081.0,2790.0
612,785888,887480,13111.47559,,,"MULTILINESTRING ((7.993736992102466 59.44596061819328, 7.804153831622513 59.37878138715881))",785888_887480,56756V521160,111.0,111.0,170.0,243.0,136.0,247.0,540.0,991.0,775.0,503.0,292.0,104.0,126.0
617,887480,1270672,18037.27029,,,"MULTILINESTRING ((7.804153831622513 59.37878138715881, 7.499128523730123 59.33450527935712))",887480_1270672,56756V521160,111.0,111.0,170.0,243.0,136.0,247.0,540.0,991.0,775.0,503.0,292.0,104.0,126.0
622,1270672,1281106,12764.13414,,,"MULTILINESTRING ((7.499128523730123 59.33450527935712, 7.407342550572255 59.43907882452971))",1270672_1281106,56756V521160,111.0,111.0,170.0,243.0,136.0,247.0,540.0,991.0,775.0,503.0,292.0,104.0,126.0
627,1270672,1159349,15571.34061,,,"MULTILINESTRING ((7.499128523730123 59.33450527935712, 7.526800285861123 59.19544605721219))",1270672_1159349,56756V521160,111.0,111.0,170.0,243.0,136.0,247.0,540.0,991.0,775.0,503.0,292.0,104.0,126.0
632,868805,892553,11681.71748,,,"MULTILINESTRING ((10.084414662448044 59.5092032765453, 10.010051871059183 59.60703378004697))",868805_892553,58372V1175478,4216.0,4216.0,4610.0,4683.0,4839.0,5300.0,5740.0,5327.0,5819.0,5658.0,5245.0,4625.0,4079.0
636,868805,613853,15489.78623,,,"MULTILINESTRING ((10.084414662448044 59.5092032765453, 9.820849141115485 59.54669793153654))",868805_613853,58372V1175478,4216.0,4216.0,4610.0,4683.0,4839.0,5300.0,5740.0,5327.0,5819.0,5658.0,5245.0,4625.0,4079.0
640,1786328,1716930,18491.93307,,,"MULTILINESTRING ((6.344923969729048 60.13451886317435, 6.040852736181423 60.06745990312882))",1786328_1716930,80069V805705,555.0,555.0,607.0,705.0,764.0,1006.0,1129.0,1581.0,1217.0,855.0,728.0,642.0,567.0
641,1617560,294323,10195.55224,,,"MULTILINESTRING ((10.388187720771576 60.222342188382605, 10.528225306432695 60.28175302818981))",1617560_294323,62963V1060678,7557.0,7557.0,8043.0,8253.0,8672.0,9037.0,10222.0,9607.0,10218.0,9526.0,9115.0,8640.0,7525.0
648,247212,247717,17437.8615,,,"MULTILINESTRING ((9.453881640145854 59.85330530550146, 9.280703695146201 59.98345078281497))",247212_247717,36539V181297,2125.0,2125.0,2523.0,2577.0,2277.0,2382.0,2768.0,3337.0,3112.0,2881.0,2694.0,2188.0,2101.0
657,247717,616516,16922.36242,,,"MULTILINESTRING ((9.280703695146201 59.98345078281497, 9.07122199919515 60.09339718740343))",247717_616516,36539V181297,2125.0,2125.0,2523.0,2577.0,2277.0,2382.0,2768.0,3337.0,3112.0,2881.0,2694.0,2188.0,2101.0
666,249980,237223,16345.24302,,,"MULTILINESTRING ((8.50422781406308 60.32846167907519, 8.369236996918588 60.459071317015244))",249980_237223,36539V181297,2125.0,2125.0,2523.0,2577.0,2277.0,2382.0,2768.0,3337.0,3112.0,2881.0,2694.0,2188.0,2101.0
675,1481196,1380475,15160.18748,,,"MULTILINESTRING ((11.197925494658506 59.61701288262286, 11.405350527617697 59.70362724888839))",1481196_1380475,50344V444250,2028.0,2028.0,2068.0,2065.0,2216.0,2348.0,2449.0,1927.0,2347.0,2345.0,2328.0,2250.0,2023.0
677,1380475,1380911,17567.13458,,,"MULTILINESTRING ((11.405350527617697 59.70362724888839, 11.52161792487346 59.85000605362914))",1380475_1380911,50344V444250,2028.0,2028.0,2068.0,2065.0,2216.0,2348.0,2449.0,1927.0,2347.0,2345.0,2328.0,2250.0,2023.0
679,1352939,45147,15974.49858,,,"MULTILINESTRING ((11.76236522198862 59.86049786650815, 12.000879270048982 59.939250955639736))",1352939_45147,08287V444243,1647.0,,,,,,,,,,,1647.0,1440.0
681,787061,505392,17720.63969,,,"MULTILINESTRING ((9.478258010098497 59.187647358683094, 9.25330048445809 59.297293836578326))",787061_505392,25258V521404,3524.0,3524.0,3802.0,3799.0,3640.0,3690.0,4075.0,4529.0,4351.0,4136.0,3462.0,3218.0,3082.0
684,505392,977290,13706.97111,,,"MULTILINESTRING ((9.25330048445809 59.297293836578326, 9.27726474538008 59.419725378203))",505392_977290,25258V521404,3524.0,3524.0,3802.0,3799.0,3640.0,3690.0,4075.0,4529.0,4351.0,4136.0,3462.0,3218.0,3082.0
687,505392,955480,17788.84516,,,"MULTILINESTRING ((9.25330048445809 59.297293836578326, 9.04440656559269 59.41613268868109))",505392_955480,25258V521404,3524.0,3524.0,3802.0,3799.0,3640.0,3690.0,4075.0,4529.0,4351.0,4136.0,3462.0,3218.0,3082.0
690,955480,977290,13227.10207,,,"MULTILINESTRING ((9.04440656559269 59.41613268868109, 9.27726474538008 59.419725378203))",955480_977290,76251V521213,2291.0,2291.0,2295.0,2288.0,2616.0,3008.0,3139.0,2966.0,2983.0,2933.0,2890.0,2686.0,2377.0
692,33684,109296,19115.90071,,,"MULTILINESTRING ((11.523792269549846 60.40053763514354, 11.50872679261953 60.57194187306214))",33684_109296,95419V704716,3760.0,3760.0,3879.0,3692.0,4066.0,4069.0,4489.0,3766.0,4262.0,4261.0,4260.0,4030.0,3606.0
693,15122,40898,18740.62653,,,"MULTILINESTRING ((12.05971598285532 60.353400838066804, 12.065856351430963 60.52157198049954))",15122_40898,62931V705208,3243.0,3243.0,3454.0,3520.0,3605.0,3643.0,4088.0,3658.0,3930.0,3766.0,3561.0,3287.0,3293.0
694,294485,1853728,17113.71021,,,"MULTILINESTRING ((7.43590357619575 62.53773084485123, 7.146146447076519 62.613332959522104))",294485_1853728,60539V248942,1844.0,1844.0,2045.0,2143.0,2168.0,2396.0,2588.0,3136.0,2779.0,2291.0,2169.0,1937.0,1885.0
697,968532,761920,16483.19627,,,"MULTILINESTRING ((8.51282070878726 59.35113202374387, 8.506060865652444 59.20320830142112))",968532_761920,78456V521428,919.0,919.0,1042.0,1049.0,894.0,1099.0,1256.0,1833.0,1585.0,1332.0,1079.0,877.0,818.0
701,968532,751810,25293.11461,,,"MULTILINESTRING ((8.51282070878726 59.35113202374387, 8.808809284380057 59.182046495831464))",968532_751810,39608V521433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,761920,751810,17463.10067,,,"MULTILINESTRING ((8.506060865652444 59.20320830142112, 8.808809284380057 59.182046495831464))",761920_751810,78456V521428,919.0,919.0,1042.0,1049.0,894.0,1099.0,1256.0,1833.0,1585.0,1332.0,1079.0,877.0,818.0
707,761920,759628,18008.593,,,"MULTILINESTRING ((8.506060865652444 59.20320830142112, 8.50332225028447 59.04155340439781))",761920_759628,78456V521428,919.0,919.0,1042.0,1049.0,894.0,1099.0,1256.0,1833.0,1585.0,1332.0,1079.0,877.0,818.0
711,759628,288587,17428.21832,,,"MULTILINESTRING ((8.50332225028447 59.04155340439781, 8.570531328247121 58.8889978333845))",759628_288587,78456V521428,919.0,919.0,1042.0,1049.0,894.0,1099.0,1256.0,1833.0,1585.0,1332.0,1079.0,877.0,818.0
715,1788318,1695818,14311.91069,,,"MULTILINESTRING ((6.490003451249416 60.74159320214214, 6.686629406981254 60.826783335524965))",1788318_1695818,09047V805597,3091.0,3091.0,3672.0,3964.0,3484.0,3931.0,4959.0,6386.0,5502.0,3937.0,3442.0,2969.0,3084.0
718,1788318,1721403,16897.26804,,,"MULTILINESTRING ((6.490003451249416 60.74159320214214, 6.494875714278582 60.89322009368687))",1788318_1721403,09047V805597,3091.0,3091.0,3672.0,3964.0,3484.0,3931.0,4959.0,6386.0,5502.0,3937.0,3442.0,2969.0,3084.0
721,1721403,1681444,16278.55149,,,"MULTILINESTRING ((6.494875714278582 60.89322009368687, 6.54490902826586 61.03727089574781))",1721403_1681444,49929V1728794,1275.0,1275.0,1599.0,1759.0,1308.0,1192.0,1569.0,2055.0,1725.0,1223.0,1122.0,1023.0,1184.0
722,1682190,1645629,13752.94838,,,"MULTILINESTRING ((6.51669203270987 61.27470442896014, 6.29794567226526 61.339261803001726))",1682190_1645629,35485V384501,29.0,29.0,41.0,57.0,37.0,198.0,323.0,425.0,307.0,148.0,69.0,50.0,31.0
728,1645629,1647058,10525.6358,,,"MULTILINESTRING ((6.29794567226526 61.339261803001726, 6.169632400257792 61.41089509000023))",1645629_1647058,35485V384501,29.0,29.0,41.0,57.0,37.0,198.0,323.0,425.0,307.0,148.0,69.0,50.0,31.0
734,931938,287126,21696.93853,,,"MULTILINESTRING ((8.436248312035445 58.60069576741624, 8.296607356111744 58.420132561740694))",931938_287126,26773V21770,876.0,876.0,899.0,885.0,914.0,1021.0,1090.0,1155.0,1202.0,1083.0,998.0,851.0,784.0
737,356179,1816537,15404.05265,,,"MULTILINESTRING ((5.679592561605404 59.122555235224986, 5.45808159495138 59.20118101284851))",356179_1816537,50233V320584,4072.0,4072.0,4634.0,4852.0,5149.0,5494.0,5720.0,6099.0,5716.0,4938.0,4855.0,4658.0,4419.0
740,1816537,1589537,13709.29973,,,"MULTILINESTRING ((5.45808159495138 59.20118101284851, 5.363736201338181 59.31436558252173))",1816537_1589537,63934V319531,4355.0,4355.0,4931.0,5100.0,5447.0,5776.0,5962.0,6363.0,5947.0,5184.0,5310.0,4861.0,4484.0
741,286285,287126,18009.67757,,,"MULTILINESTRING ((8.174478159931528 58.27173869333403, 8.296607356111744 58.420132561740694))",286285_287126,26773V21770,876.0,876.0,899.0,885.0,914.0,1021.0,1090.0,1155.0,1202.0,1083.0,998.0,851.0,784.0
744,286285,1118108,15371.66788,,,"MULTILINESTRING ((8.174478159931528 58.27173869333403, 7.932455000426621 58.21918319404394))",286285_1118108,26849V121777,7478.0,7478.0,7354.0,7080.0,7901.0,7931.0,8493.0,6439.0,7926.0,7976.0,8020.0,8109.0,7414.0
746,1622547,1791356,15049.78376,,,"MULTILINESTRING ((5.443418445249007 59.58818222697835, 5.437487219772264 59.72323789838401))",1622547_1791356,42726V805610,3434.0,3434.0,3890.0,4100.0,4433.0,4739.0,4809.0,4652.0,4829.0,4357.0,4306.0,4092.0,3705.0
747,1118108,1122276,14791.64643,,,"MULTILINESTRING ((7.932455000426621 58.21918319404394, 7.813077398186331 58.336150298036436))",1118108_1122276,26849V121777,7478.0,7478.0,7354.0,7080.0,7901.0,7931.0,8493.0,6439.0,7926.0,7976.0,8020.0,8109.0,7414.0
749,284642,283883,14798.77163,,,"MULTILINESTRING ((10.065971926535168 60.89349947270029, 10.338372609575885 60.89879615681353))",284642_283883,13124V1060174,1220.0,1220.0,1261.0,1237.0,1324.0,1337.0,1545.0,1306.0,1481.0,1412.0,1384.0,1309.0,1141.0
752,284642,184790,15114.86721,,,"MULTILINESTRING ((10.065971926535168 60.89349947270029, 10.162527336887807 61.02076218949265))",284642_184790,60468V1060180,800.0,800.0,851.0,905.0,944.0,1018.0,1196.0,1340.0,1267.0,1082.0,991.0,885.0,866.0
753,184790,283883,16596.88017,,,"MULTILINESTRING ((10.162527336887807 61.02076218949265, 10.338372609575885 60.89879615681353))",184790_283883,13124V1060174,1220.0,1220.0,1261.0,1237.0,1324.0,1337.0,1545.0,1306.0,1481.0,1412.0,1384.0,1309.0,1141.0
756,1630870,130456,16153.61285,,,"MULTILINESTRING ((7.873082612640776 61.54898069338407, 8.100403170533582 61.645336009666046))",1630870_130456,87864V1060686,34.0,34.0,46.0,147.0,182.0,411.0,744.0,1598.0,1078.0,317.0,145.0,79.0,37.0
759,130456,297447,10135.1846,,,"MULTILINESTRING ((8.100403170533582 61.645336009666046, 8.266816106266345 61.69022633932294))",130456_297447,87864V1060686,34.0,34.0,46.0,147.0,182.0,411.0,744.0,1598.0,1078.0,317.0,145.0,79.0,37.0
762,125175,105565,10147.61024,,,"MULTILINESTRING ((8.753743749152196 61.85002181807016, 8.946417638599682 61.84823571649572))",125175_105565,27335V1060659,1931.0,1931.0,2175.0,2541.0,2621.0,3233.0,3962.0,5900.0,4564.0,3131.0,2758.0,2308.0,2116.0
765,139395,74306,10681.87864,,,"MULTILINESTRING ((10.160966355161083 62.147455471770954, 10.335892235227217 62.19744462798372))",139395_74306,72758V704670,405.0,405.0,501.0,508.0,516.0,610.0,800.0,1231.0,637.0,731.0,605.0,525.0,453.0
767,1232179,1851975,17250.82037,,,"MULTILINESTRING ((8.333637862419563 63.10671889152856, 8.622356813363115 63.024245029010515))",1232179_1851975,73005V249534,1373.0,1373.0,1554.0,1663.0,1840.0,2129.0,2373.0,2691.0,2437.0,2041.0,1895.0,1730.0,1454.0
768,582705,1592173,10880.78563,,,"MULTILINESTRING ((9.384132313943486 63.22797267785098, 9.589596722863524 63.25878044540742))",582705_1592173,06438V2413672,2824.0,2824.0,3274.0,3811.0,4098.0,4853.0,5028.0,5729.0,5186.0,4526.0,4233.0,3657.0,2989.0
769,1840643,333428,11573.20092,,,"MULTILINESTRING ((8.406105310966614 62.74055475504914, 8.511730911473366 62.83243396890265))",1840643_333428,09202V249590,775.0,775.0,808.0,884.0,942.0,1019.0,1191.0,1423.0,1282.0,1025.0,980.0,857.0,785.0
772,1840643,350782,16228.38609,,,"MULTILINESTRING ((8.406105310966614 62.74055475504914, 8.221065831804971 62.858982939955574))",1840643_350782,72672V249591,692.0,692.0,767.0,814.0,837.0,952.0,1109.0,1288.0,1083.0,941.0,901.0,794.0,702.0
773,931072,514305,14867.04889,,,"MULTILINESTRING ((9.081387144695078 59.693197674085084, 9.333372489436748 59.73323118621974))",931072_514305,37690V521133,896.0,896.0,1113.0,1201.0,1050.0,1105.0,1314.0,1686.0,1599.0,1407.0,1163.0,903.0,
776,1695818,980897,19901.75852,,,"MULTILINESTRING ((6.686629406981254 60.826783335524965, 7.028021210332937 60.891402547943464))",1695818_980897,65182V384013,1428.0,1428.0,1698.0,1859.0,1788.0,2280.0,2979.0,4336.0,3697.0,2273.0,1838.0,1457.0,1492.0
778,239784,240580,16480.91395,,,"MULTILINESTRING ((8.963957280950574 61.10639373450696, 8.674541130164961 61.15422257700509))",239784_240580,40191V1060144,168.0,168.0,191.0,248.0,263.0,299.0,364.0,702.0,503.0,324.0,241.0,173.0,188.0
780,338561,341373,16998.80628,,,"MULTILINESTRING ((8.387404567388323 61.180274357753405, 8.07147170718949 61.17861263027136))",338561_341373,82976V1060642,116.0,116.0,164.0,219.0,118.0,83.0,109.0,251.0,165.0,120.0,116.0,61.0,114.0
781,980760,1686797,11390.3923,,,"MULTILINESTRING ((7.2900974374202 60.9333794440916, 7.344598450281956 60.834667812560845))",980760_1686797,98792V181304,124.0,124.0,197.0,216.0,190.0,258.0,407.0,773.0,540.0,262.0,165.0,115.0,138.0
786,1686797,1634756,15382.70149,,,"MULTILINESTRING ((7.344598450281956 60.834667812560845, 7.57215615802421 60.752876612128915))",1686797_1634756,98792V181304,124.0,124.0,197.0,216.0,190.0,258.0,407.0,773.0,540.0,262.0,165.0,115.0,138.0
791,1634756,252368,16075.96148,,,"MULTILINESTRING ((7.57215615802421 60.752876612128915, 7.851968164420579 60.7077155040029))",1634756_252368,98792V181304,124.0,124.0,197.0,216.0,190.0,258.0,407.0,773.0,540.0,262.0,165.0,115.0,138.0
796,252368,1264979,17211.21169,,,"MULTILINESTRING ((7.851968164420579 60.7077155040029, 8.112059320020276 60.62070913765581))",252368_1264979,98792V181304,124.0,124.0,197.0,216.0,190.0,258.0,407.0,773.0,540.0,262.0,165.0,115.0,138.0
801,333428,350782,15099.28807,,,"MULTILINESTRING ((8.511730911473366 62.83243396890265, 8.221065831804971 62.858982939955574))",333428_350782,09202V249590,775.0,775.0,808.0,884.0,942.0,1019.0,1191.0,1423.0,1282.0,1025.0,980.0,857.0,785.0
804,275272,296531,18754.41379,,,"MULTILINESTRING ((9.02739813517086 61.66239168729968, 8.856032291388013 61.51523734191464))",275272_296531,03080V1060138,47.0,47.0,97.0,294.0,416.0,700.0,1199.0,2654.0,1727.0,926.0,417.0,225.0,107.0
805,296531,274658,19332.18648,,,"MULTILINESTRING ((8.856032291388013 61.51523734191464, 8.812656655006041 61.34300382680388))",296531_274658,41470V1060682,1677.0,1677.0,1930.0,2243.0,1951.0,1984.0,2800.0,4762.0,3529.0,2530.0,2054.0,1961.0,1792.0
807,585747,70317,17152.64063,,,"MULTILINESTRING ((11.186968495917375 62.900395216303714, 10.885422219083202 62.96971115589232))",585747_70317,55950V72275,970.0,970.0,1363.0,1251.0,1169.0,1227.0,1414.0,1555.0,1490.0,1251.0,1154.0,977.0,947.0
810,70317,584830,16615.78632,,,"MULTILINESTRING ((10.885422219083202 62.96971115589232, 10.558006345560361 62.97459386282932))",70317_584830,55950V72275,970.0,970.0,1363.0,1251.0,1169.0,1227.0,1414.0,1555.0,1490.0,1251.0,1154.0,977.0,947.0
813,590166,500796,16705.5356,,,"MULTILINESTRING ((9.860969680590742 62.849065651484295, 9.734760297336901 62.987459920790556))",590166_500796,01559V249583,1007.0,1007.0,1072.0,1113.0,1164.0,1201.0,1364.0,1404.0,1351.0,1220.0,1181.0,1112.0,1013.0
816,1842417,1842636,10662.17052,,,"MULTILINESTRING ((9.04798594415409 63.01065084067116, 8.843981334339732 62.98723733347475))",1842417_1842636,31891V249584,1349.0,1349.0,1457.0,1431.0,1584.0,1800.0,1882.0,1608.0,1870.0,1370.0,1316.0,1010.0,1006.0
818,554541,613237,16488.85497,,,"MULTILINESTRING ((11.693947660092741 64.48020949996962, 12.036681469157438 64.47636719566572))",554541_613237,98403V578166,1871.0,1871.0,1980.0,1964.0,2061.0,2192.0,2519.0,2271.0,2405.0,2186.0,2190.0,2091.0,1806.0
819,1041265,998564,16111.31803,,,"MULTILINESTRING ((18.577208046889886 69.1232255338375, 18.9821104311918 69.12147119405732))",1041265_998564,53710V1126287,4152.0,4152.0,4647.0,4677.0,4974.0,5456.0,6220.0,6225.0,6244.0,5573.0,5197.0,4803.0,4373.0
820,1006531,1045221,14158.98084,,,"MULTILINESTRING ((19.31579137308156 69.2277655993191, 19.37969701003003 69.35266019745524))",1006531_1045221,01154V1126338,2302.0,2302.0,2235.0,2208.0,1898.0,1682.0,2023.0,2156.0,2248.0,2183.0,2109.0,1902.0,1727.0
821,1045221,1011905,18133.81771,,,"MULTILINESTRING ((19.37969701003003 69.35266019745524, 19.251834638816945 69.50887423281563))",1045221_1011905,99846V2429627,2362.0,2362.0,0.0,0.0,0.0,0.0,4938.0,4736.0,4798.0,4335.0,3829.0,3487.0,3252.0
822,1011905,907160,16334.63684,,,"MULTILINESTRING ((19.251834638816945 69.50887423281563, 19.44635001622613 69.63858208082029))",1011905_907160,65593V1125854,537.0,537.0,547.0,584.0,638.0,687.0,1021.0,1258.0,1108.0,730.0,705.0,610.0,546.0
825,469697,410050,14399.98974,,,"MULTILINESTRING ((15.663781534736984 68.08542861925736, 15.356679454670939 68.0264992249194))",469697_410050,53934V886009,734.0,734.0,788.0,847.0,863.0,963.0,1162.0,1370.0,1224.0,943.0,922.0,886.0,764.0
827,983298,983856,11719.58283,,,"MULTILINESTRING ((14.401255079350559 68.214591950362, 14.157737630543789 68.26822114776137))",983298_983856,27620V885957,1822.0,1822.0,2254.0,2429.0,2300.0,2716.0,3702.0,5242.0,4034.0,2794.0,2328.0,2121.0,1827.0
830,983856,973720,13450.96459,,,"MULTILINESTRING ((14.157737630543789 68.26822114776137, 13.832338025596947 68.26856246496554))",983856_973720,03102V885959,966.0,966.0,1201.0,1276.0,1219.0,1503.0,2200.0,3174.0,2497.0,1605.0,1327.0,1147.0,978.0
831,293942,974527,12351.08449,,,"MULTILINESTRING ((13.564576480908206 68.13443045667738, 13.310057815175764 68.07752756940356))",293942_974527,19425V885198,7192.0,7192.0,7658.0,7905.0,8193.0,8529.0,9541.0,10123.0,9242.0,8579.0,,,
833,974527,974990,10609.65637,,,"MULTILINESTRING ((13.310057815175764 68.07752756940356, 13.172298873696816 67.99759698028747))",974527_974990,65823V1668921,469.0,469.0,706.0,760.0,659.0,882.0,1645.0,2708.0,1956.0,992.0,747.0,532.0,485.0
834,907160,1008680,14641.46684,,,"MULTILINESTRING ((19.44635001622613 69.63858208082029, 19.8205032234766 69.65480503436414))",907160_1008680,65593V1125854,537.0,537.0,547.0,584.0,638.0,687.0,1021.0,1258.0,1108.0,730.0,705.0,610.0,546.0
837,424900,413112,13886.5009,,,"MULTILINESTRING ((15.230737969190107 68.63784126739172, 14.978372916051457 68.5541671318455))",424900_413112,03141V885951,2889.0,2889.0,3045.0,2918.0,3210.0,3307.0,3563.0,3228.0,3469.0,3385.0,3329.0,3224.0,2934.0
838,987955,988264,16856.83452,,,"MULTILINESTRING ((25.10414930228877 70.38161380319255, 24.963714401250648 70.2381327991584))",987955_988264,34500V930598,397.0,397.0,490.0,517.0,592.0,675.0,969.0,1275.0,1103.0,763.0,594.0,475.0,406.0
840,988264,974905,19603.65624,,,"MULTILINESTRING ((24.963714401250648 70.2381327991584, 24.92951791455622 70.0628006452909))",988264_974905,34500V930598,397.0,397.0,490.0,517.0,592.0,675.0,969.0,1275.0,1103.0,763.0,594.0,475.0,406.0
842,975169,975503,18678.95842,,,"MULTILINESTRING ((25.28288086420853 70.15906862089494, 25.55178599064671 70.29958758446263))",975169_975503,14490V930350,251.0,251.0,305.0,342.0,367.0,438.0,554.0,858.0,683.0,488.0,361.0,323.0,260.0
851,975503,975936,16361.46396,,,"MULTILINESTRING ((25.55178599064671 70.29958758446263, 25.942950142138397 70.36398859030774))",975503_975936,14490V930350,251.0,251.0,305.0,342.0,367.0,438.0,554.0,858.0,683.0,488.0,361.0,323.0,260.0
860,975936,973638,10069.07646,,,"MULTILINESTRING ((25.942950142138397 70.36398859030774, 26.139194165036866 70.30253331768292))",975936_973638,14490V930350,251.0,251.0,305.0,342.0,367.0,438.0,554.0,858.0,683.0,488.0,361.0,323.0,260.0
869,973638,973930,16599.43953,,,"MULTILINESTRING ((26.139194165036866 70.30253331768292, 26.565130981516866 70.34170856279346))",973638_973930,14490V930350,251.0,251.0,305.0,342.0,367.0,438.0,554.0,858.0,683.0,488.0,361.0,323.0,260.0
878,973930,1818925,15500.51499,,,"MULTILINESTRING ((26.565130981516866 70.34170856279346, 26.85528555460236 70.44073730564357))",973930_1818925,14490V930350,251.0,251.0,305.0,342.0,367.0,438.0,554.0,858.0,683.0,488.0,361.0,323.0,260.0
887,832749,1101914,17561.22246,,,"MULTILINESTRING ((27.33086343693628 70.44362164103686, 27.80045221095047 70.43862566618203))",832749_1101914,14490V930350,251.0,251.0,305.0,342.0,367.0,438.0,554.0,858.0,683.0,488.0,361.0,323.0,260.0
896,1101914,1007500,15461.23499,,,"MULTILINESTRING ((27.80045221095047 70.43862566618203, 28.19107356742026 70.39350231881653))",1101914_1007500,14490V930350,251.0,251.0,305.0,342.0,367.0,438.0,554.0,858.0,683.0,488.0,361.0,323.0,260.0
905,1007500,1594521,10025.49048,,,"MULTILINESTRING ((28.19107356742026 70.39350231881653, 28.159624796253226 70.30426660022168))",1007500_1594521,14490V930350,251.0,251.0,305.0,342.0,367.0,438.0,554.0,858.0,683.0,488.0,361.0,323.0,260.0
